******************************************************************
EQU:
******************************************************************
key: THAT, value: 4, line num: 0
key: RET_ADDRESS_EQ9, value: 4753, line num: 4945
key: bat.move$if_false2, value: 3611, line num: 3755
key: screen.drawcircle, value: 24471, line num: 25206
key: keyboard.init, value: 5918, line num: 6177
key: screen.drawhorizontal$if_true0, value: 23436, line num: 24146
key: ponggame.dispose, value: 4419, line num: 4592
key: screen.drawhorizontal$if_true1, value: 23922, line num: 24641
key: math.divide$if_false0, value: 7341, line num: 7672
key: math.divide$if_false1, value: 7839, line num: 8183
key: math.divide$if_false2, value: 7839, line num: 8182
key: memory.alloc$if_true0, value: 8669, line num: 9050
key: screen.drawrectangle$while_exp0, value: 22885, line num: 23573
key: RET_ADDRESS_LT20, value: 7406, line num: 7741
key: math.divide$if_false3, value: 8015, line num: 8365
key: memory.alloc$if_true1, value: 8823, line num: 9211
key: screen.drawrectangle$while_exp1, value: 23069, line num: 23764
key: RET_ADDRESS_LT21, value: 7599, line num: 7938
key: math.divide$if_false4, value: 8071, line num: 8424
key: memory.alloc$if_true2, value: 8903, line num: 9295
key: RET_ADDRESS_LT22, value: 8104, line num: 8460
key: memory.alloc$if_true3, value: 9063, line num: 9457
key: RET_ADDRESS_LT23, value: 8294, line num: 8658
key: RET_ADDRESS_GT40, value: 24554, line num: 25294
key: RET_ADDRESS_LT24, value: 8424, line num: 8797
key: RET_ADDRESS_GT41, value: 24647, line num: 25392
key: RET_ADDRESS_LT25, value: 8662, line num: 9042
key: screen.updatelocation$if_true0, value: 20714, line num: 21327
key: RET_ADDRESS_GT42, value: 24715, line num: 25462
key: RET_ADDRESS_LT26, value: 8743, line num: 9128
key: RET_ADDRESS_GT43, value: 24851, line num: 25604
key: LOOP_keyboard.readline, value: 6134, line num: 6410
key: RET_ADDRESS_LT27, value: 18517, line num: 19032
key: output.printchar, value: 19610, line num: 20166
key: RET_ADDRESS_GT44, value: 25188, line num: 25956
key: memory.dealloc, value: 9357, line num: 9755
key: RET_ADDRESS_LT28, value: 18665, line num: 19183
key: RET_ADDRESS_GT45, value: 25279, line num: 26052
key: RET_ADDRESS_LT29, value: 18886, line num: 19413
key: RET_ADDRESS_CALL250, value: 19934, line num: 20515
key: RET_ADDRESS_GT46, value: 25407, line num: 26188
key: RET_ADDRESS_CALL251, value: 19946, line num: 20528
key: RET_ADDRESS_GT47, value: 25545, line num: 26333
key: RET_ADDRESS_CALL120, value: 6466, line num: 6761
key: RET_ADDRESS_CALL252, value: 20006, line num: 20591
key: RET_ADDRESS_GT48, value: 26149, line num: 26963
key: RET_ADDRESS_CALL121, value: 6491, line num: 6787
key: RET_ADDRESS_CALL253, value: 20029, line num: 20615
key: RET_ADDRESS_GT49, value: 26464, line num: 27296
key: RET_ADDRESS_CALL122, value: 6527, line num: 6825
key: RET_ADDRESS_CALL254, value: 20318, line num: 20920
key: RET_ADDRESS_CALL123, value: 6550, line num: 6849
key: math.multiply$while_end0, value: 7245, line num: 7568
key: RET_ADDRESS_CALL255, value: 20374, line num: 20978
key: screen.drawcircle$if_end2, value: 25030, line num: 25789
key: RET_ADDRESS_CALL124, value: 6934, line num: 7247
key: RET_ADDRESS_CALL256, value: 21020, line num: 21644
key: RET_ADDRESS_CALL125, value: 6959, line num: 7273
key: RET_ADDRESS_CALL257, value: 21050, line num: 21676
key: RET_ADDRESS_CALL126, value: 7336, line num: 7666
key: RET_ADDRESS_CALL258, value: 21088, line num: 21715
key: keyboard.readchar$if_true0, value: 6055, line num: 6324
key: RET_ADDRESS_CALL127, value: 7457, line num: 7793
key: output.createshiftedmap$if_false0, value: 18833, line num: 19356
key: RET_ADDRESS_CALL259, value: 21124, line num: 21752
key: screen.drawcircle$while_end0, value: 25099, line num: 25860
key: string.intvalue, value: 25889, line num: 26692
key: RET_ADDRESS_CALL128, value: 7498, line num: 7835
key: RET_ADDRESS_CALL129, value: 8129, line num: 8487
key: memory.alloc$if_false0, value: 8692, line num: 9075
key: string.new$if_true0, value: 25150, line num: 25915
key: memory.alloc$if_false1, value: 8846, line num: 9236
key: screen.init, value: 20329, line num: 20932
key: string.new$if_true1, value: 25195, line num: 25964
key: memory.alloc$if_false2, value: 9295, line num: 9692
key: memory.alloc$if_false3, value: 9147, line num: 9542
key: output.createshiftedmap, value: 18456, line num: 18967
key: string.charat, value: 25361, line num: 26140
key: output.create, value: 17843, line num: 18352
key: ball.move$if_true10, value: 1768, line num: 1837
key: RET_ADDRESS_LT30, value: 19085, line num: 19623
key: RET_ADDRESS_LT31, value: 19365, line num: 19909
key: RET_ADDRESS_LT32, value: 19402, line num: 19948
key: RET_ADDRESS_LT33, value: 19900, line num: 20480
key: RET_ADDRESS_GT50, value: 27256, line num: 28126
key: memory.dealloc$if_false0, value: 9556, line num: 9957
key: RET_ADDRESS_LT34, value: 20437, line num: 21043
key: RET_ADDRESS_GT51, value: 27291, line num: 28163
key: memory.dealloc$if_false1, value: 9782, line num: 10186
key: RET_ADDRESS_LT35, value: 20619, line num: 21229
key: RET_ADDRESS_LT36, value: 20931, line num: 21550
key: RET_ADDRESS_LT37, value: 20968, line num: 21589
key: RET_ADDRESS_LT38, value: 21313, line num: 21951
key: RET_ADDRESS_CALL260, value: 21193, line num: 21822
key: RET_ADDRESS_LT39, value: 21351, line num: 21991
key: RET_ADDRESS_CALL261, value: 21245, line num: 21877
key: RET_ADDRESS_CALL130, value: 8249, line num: 8611
key: RET_ADDRESS_CALL262, value: 21278, line num: 21912
key: memory.peek, value: 8558, line num: 8935
key: RET_ADDRESS_CALL131, value: 8687, line num: 9069
key: RET_ADDRESS_CALL263, value: 21405, line num: 22048
key: RET_ADDRESS_CALL132, value: 8841, line num: 9230
key: RET_ADDRESS_CALL264, value: 21442, line num: 22087
key: RET_ADDRESS_CALL133, value: 9915, line num: 10323
key: RET_ADDRESS_CALL265, value: 21483, line num: 22129
key: RET_ADDRESS_CALL134, value: 9932, line num: 10341
key: screen.updatelocation$if_false0, value: 20798, line num: 21412
key: RET_ADDRESS_CALL266, value: 21948, line num: 22605
key: RET_ADDRESS_CALL135, value: 9949, line num: 10359
key: RET_ADDRESS_CALL267, value: 21998, line num: 22656
key: RET_ADDRESS_CALL136, value: 9978, line num: 10390
key: RET_ADDRESS_CALL268, value: 22050, line num: 22709
key: keyboard.readchar$if_false0, value: 6068, line num: 6338
key: RET_ADDRESS_CALL137, value: 10061, line num: 10474
key: screen.drawpixel, value: 20907, line num: 21524
key: RET_ADDRESS_CALL269, value: 22097, line num: 22757
key: screen.drawrectangle$while_end0, value: 23245, line num: 23946
key: RET_ADDRESS_CALL138, value: 10128, line num: 10542
key: output.printchar$if_false0, value: 19659, line num: 20220
key: screen.drawrectangle$while_end1, value: 23151, line num: 23849
key: RET_ADDRESS_CALL139, value: 10211, line num: 10626
key: output.printchar$if_false1, value: 19708, line num: 20274
key: output.printchar$if_false2, value: 19788, line num: 20357
key: output.printchar$if_false3, value: 19830, line num: 20403
key: LOOP_screen.drawcircle, value: 24473, line num: 25209
key: bat.move$if_end0, value: 3831, line num: 3980
key: LOOP_screen.drawpixel, value: 20909, line num: 21527
key: RET_ADDRESS_LT40, value: 21511, line num: 22158
key: screen.drawrectangle$if_end1, value: 23184, line num: 23884
key: RET_ADDRESS_LT41, value: 21551, line num: 22199
key: bat.getright, value: 3099, line num: 3226
key: RET_ADDRESS_LT42, value: 21587, line num: 22236
key: string.appendchar, value: 25659, line num: 26452
key: RET_ADDRESS_LT43, value: 22122, line num: 22784
key: output.printint, value: 19981, line num: 20565
key: RET_ADDRESS_LT44, value: 22147, line num: 22810
key: RET_ADDRESS_LT45, value: 22422, line num: 23098
key: RET_ADDRESS_LT46, value: 22465, line num: 23143
key: screen.drawcircle$if_false0, value: 24589, line num: 25332
key: RET_ADDRESS_LT47, value: 23087, line num: 23783
key: screen.drawcircle$if_false1, value: 24750, line num: 25500
key: RET_ADDRESS_LT48, value: 23374, line num: 24081
key: screen.drawcircle$if_false2, value: 24940, line num: 25697
key: ponggame.moveball, value: 5191, line num: 5413
key: RET_ADDRESS_CALL270, value: 22341, line num: 23011
key: RET_ADDRESS_LT49, value: 23398, line num: 24106
key: keyboard.readline$if_end1, value: 6402, line num: 6692
key: RET_ADDRESS_CALL271, value: 22519, line num: 23200
key: RET_ADDRESS_CALL140, value: 10284, line num: 10700
key: RET_ADDRESS_CALL272, value: 22549, line num: 23232
key: RET_ADDRESS_CALL141, value: 10367, line num: 10784
key: RET_ADDRESS_CALL273, value: 22591, line num: 23275
key: RET_ADDRESS_CALL142, value: 10454, line num: 10872
key: RET_ADDRESS_CALL274, value: 22634, line num: 23319
key: RET_ADDRESS_CALL143, value: 10535, line num: 10954
key: RET_ADDRESS_CALL275, value: 22678, line num: 23364
key: bat.move$if_true0, value: 3247, line num: 3380
key: RET_ADDRESS_CALL144, value: 10620, line num: 11040
key: RET_ADDRESS_CALL276, value: 22835, line num: 23522
key: bat.move$if_true1, value: 3293, line num: 3428
key: RET_ADDRESS_CALL145, value: 10693, line num: 11114
key: output.println$if_false0, value: 20128, line num: 20718
key: RET_ADDRESS_CALL277, value: 23007, line num: 23699
key: bat.move$if_true2, value: 3586, line num: 3729
key: RET_ADDRESS_CALL146, value: 10778, line num: 11200
key: RET_ADDRESS_CALL278, value: 23042, line num: 23736
key: RET_ADDRESS_CALL147, value: 10863, line num: 11286
key: LOOP_screen.drawline, value: 21291, line num: 21928
key: RET_ADDRESS_CALL279, value: 23122, line num: 23819
key: RET_ADDRESS_CALL148, value: 10940, line num: 11364
key: screen.drawconditional, value: 21204, line num: 21834
key: RET_ADDRESS_CALL149, value: 11017, line num: 11442
key: keyboard.readline$if_true0, value: 6312, line num: 6596
key: ball.move$if_true0, value: 1185, line num: 1223
key: keyboard.readline$if_true1, value: 6338, line num: 6624
key: ball.move$if_true1, value: 1267, line num: 1307
key: ball.move$if_true2, value: 1283, line num: 1324
key: screen.drawpixel$if_true0, value: 21002, line num: 21625
key: ball.move$if_true3, value: 1351, line num: 1396
key: ball.move$if_true4, value: 1417, line num: 1467
key: ball.move$if_true5, value: 1433, line num: 1484
key: output.drawchar, value: 19021, line num: 19555
key: ball.move$if_true6, value: 1501, line num: 1556
key: ball.move$if_true7, value: 1581, line num: 1641
key: ball.move$if_true8, value: 1642, line num: 1705
key: RET_ADDRESS_LT50, value: 24046, line num: 24770
key: ball.move$if_true9, value: 1705, line num: 1771
key: RET_ADDRESS_LT51, value: 24495, line num: 25232
key: ball.getleft, value: 599, line num: 617
key: RET_ADDRESS_LT52, value: 24532, line num: 25271
key: RET_ADDRESS_LT53, value: 24617, line num: 25361
key: ball.setdestination$if_end0, value: 991, line num: 1022
key: screen.drawhorizontal$if_end1, value: 24145, line num: 24873
key: RET_ADDRESS_LT54, value: 24680, line num: 25426
key: RET_ADDRESS_LT55, value: 24875, line num: 25629
key: sys.init, value: 27058, line num: 27911
key: RET_ADDRESS_LT56, value: 25143, line num: 25907
key: string.dispose, value: 25252, line num: 26024
key: RET_ADDRESS_LT57, value: 25388, line num: 26168
key: RET_ADDRESS_LT58, value: 25526, line num: 26313
key: RET_ADDRESS_CALL280, value: 23179, line num: 23878
key: RET_ADDRESS_LT59, value: 26044, line num: 26856
key: RET_ADDRESS_CALL10, value: 774, line num: 797
key: RET_ADDRESS_CALL281, value: 23287, line num: 23991
key: RET_ADDRESS_CALL11, value: 1016, line num: 1048
key: RET_ADDRESS_CALL150, value: 11090, line num: 11516
key: RET_ADDRESS_CALL282, value: 23326, line num: 24031
key: RET_ADDRESS_CALL12, value: 1062, line num: 1095
key: math.init, value: 6505, line num: 6802
key: RET_ADDRESS_CALL151, value: 11159, line num: 11586
key: RET_ADDRESS_CALL283, value: 23461, line num: 24172
key: RET_ADDRESS_CALL13, value: 1109, line num: 1143
key: RET_ADDRESS_CALL152, value: 11230, line num: 11658
key: RET_ADDRESS_CALL284, value: 23500, line num: 24212
key: RET_ADDRESS_CALL14, value: 1156, line num: 1192
key: RET_ADDRESS_CALL153, value: 11309, line num: 11738
key: RET_ADDRESS_CALL285, value: 23539, line num: 24252
key: RET_ADDRESS_CALL15, value: 1819, line num: 1890
key: RET_ADDRESS_CALL154, value: 11394, line num: 11824
key: RET_ADDRESS_CALL286, value: 23579, line num: 24293
key: RET_ADDRESS_CALL16, value: 1882, line num: 1956
key: RET_ADDRESS_CALL155, value: 11479, line num: 11910
key: RET_ADDRESS_CALL287, value: 23623, line num: 24338
key: RET_ADDRESS_CALL17, value: 1916, line num: 1991
key: RET_ADDRESS_CALL156, value: 11564, line num: 11996
key: RET_ADDRESS_CALL288, value: 23665, line num: 24381
key: RET_ADDRESS_CALL18, value: 2153, line num: 2242
key: RET_ADDRESS_CALL157, value: 11649, line num: 12082
key: RET_ADDRESS_CALL289, value: 23820, line num: 24537
key: screen.drawsymetric, value: 24151, line num: 24881
key: RET_ADDRESS_CALL19, value: 2173, line num: 2263
key: output.initmap, value: 9960, line num: 10371
key: RET_ADDRESS_CALL158, value: 11734, line num: 12168
key: RET_ADDRESS_CALL159, value: 11819, line num: 12254
key: output.getmap$if_true0, value: 18915, line num: 19444
key: output.getmap$if_true1, value: 18938, line num: 19469
key: screen.updatelocation, value: 20701, line num: 21313
key: string.new, value: 25105, line num: 25867
key: string.intvalue$if_true0, value: 25933, line num: 26739
key: string.intvalue$if_true1, value: 25999, line num: 26808
key: string.intvalue$while_exp0, value: 26025, line num: 26836
key: string.intvalue$if_true2, value: 26181, line num: 26996
key: string.intvalue$if_true3, value: 26265, line num: 27084
key: RET_ADDRESS_LT60, value: 26131, line num: 26944
key: math.multiply, value: 6822, line num: 7129
key: RET_ADDRESS_LT61, value: 26397, line num: 27225
key: RET_ADDRESS_LT62, value: 26734, line num: 27572
key: math.max, value: 8359, line num: 8727
key: RET_ADDRESS_LT63, value: 26873, line num: 27719
key: ponggame.run$if_true0, value: 4706, line num: 4895
key: output.init, value: 9854, line num: 10261
key: RET_ADDRESS_LT64, value: 27213, line num: 28078
key: ponggame.run$if_true1, value: 4760, line num: 4953
key: ponggame.run$if_true2, value: 4816, line num: 5013
key: sys.wait$while_exp0, value: 27241, line num: 28110
key: ponggame.run$if_true3, value: 4959, line num: 5167
key: sys.wait$while_exp1, value: 27276, line num: 28147
key: RET_ADDRESS_CALL290, value: 23964, line num: 24684
key: RET_ADDRESS_CALL20, value: 2214, line num: 2305
key: RET_ADDRESS_CALL291, value: 23999, line num: 24721
key: RET_ADDRESS_CALL21, value: 2290, line num: 2385
key: RET_ADDRESS_CALL160, value: 11904, line num: 12340
key: RET_ADDRESS_CALL292, value: 24081, line num: 24806
key: RET_ADDRESS_CALL22, value: 2310, line num: 2406
key: RET_ADDRESS_CALL161, value: 11989, line num: 12426
key: RET_ADDRESS_CALL293, value: 24140, line num: 24867
key: RET_ADDRESS_CALL23, value: 2351, line num: 2448
key: RET_ADDRESS_CALL162, value: 12074, line num: 12512
key: RET_ADDRESS_CALL294, value: 24224, line num: 24955
key: RET_ADDRESS_CALL24, value: 2432, line num: 2533
key: LOOP_ponggame.moveball, value: 5193, line num: 5416
key: math.max$if_false0, value: 8397, line num: 8768
key: RET_ADDRESS_CALL163, value: 12159, line num: 12598
key: RET_ADDRESS_CALL295, value: 24302, line num: 25034
key: RET_ADDRESS_CALL25, value: 2453, line num: 2555
key: RET_ADDRESS_CALL164, value: 12234, line num: 12674
key: RET_ADDRESS_CALL296, value: 24381, line num: 25114
key: RET_ADDRESS_CALL26, value: 2494, line num: 2597
key: RET_ADDRESS_CALL165, value: 12311, line num: 12752
key: RET_ADDRESS_CALL297, value: 24460, line num: 25194
key: RET_ADDRESS_CALL27, value: 2543, line num: 2648
key: RET_ADDRESS_CALL166, value: 12392, line num: 12834
key: RET_ADDRESS_CALL298, value: 24584, line num: 25326
key: RET_ADDRESS_CALL28, value: 2564, line num: 2670
key: RET_ADDRESS_CALL167, value: 12463, line num: 12906
key: RET_ADDRESS_CALL299, value: 24745, line num: 25494
key: RET_ADDRESS_CALL29, value: 2605, line num: 2712
key: RET_ADDRESS_CALL168, value: 12544, line num: 12988
key: math.init$while_exp0, value: 6596, line num: 6896
key: RET_ADDRESS_CALL169, value: 12629, line num: 13074
key: LOOP_screen.drawhorizontal, value: 23253, line num: 23956
key: keyboard.readchar$while_exp0, value: 5972, line num: 6236
key: string.backspace, value: 27042, line num: 27893
key: sys.halt, value: 27177, line num: 28038
key: keyboard.readline$while_exp0, value: 6228, line num: 6509
key: output.createshiftedmap$if_end0, value: 18857, line num: 19381
key: output.printchar$if_end0, value: 19844, line num: 20420
key: output.printchar$if_end1, value: 19844, line num: 20419
key: output.printchar$if_end3, value: 19844, line num: 20418
key: output.drawchar$if_true0, value: 19106, line num: 19645
key: RET_ADDRESS_CALL30, value: 2648, line num: 2759
key: RET_ADDRESS_CALL31, value: 2677, line num: 2790
key: RET_ADDRESS_CALL170, value: 12712, line num: 13158
key: RET_ADDRESS_CALL32, value: 2773, line num: 2887
key: RET_ADDRESS_CALL171, value: 12797, line num: 13244
key: RET_ADDRESS_CALL33, value: 2816, line num: 2932
key: RET_ADDRESS_CALL172, value: 12882, line num: 13330
key: RET_ADDRESS_CALL34, value: 2858, line num: 2976
key: RET_ADDRESS_CALL173, value: 12967, line num: 13416
key: string.intvalue$while_end0, value: 26249, line num: 27067
key: RET_ADDRESS_CALL35, value: 2881, line num: 3000
key: RET_ADDRESS_CALL174, value: 13052, line num: 13502
key: RET_ADDRESS_CALL36, value: 2920, line num: 3041
key: RET_ADDRESS_CALL175, value: 13137, line num: 13588
key: screen.drawline$if_true0, value: 21387, line num: 22029
key: RET_ADDRESS_CALL37, value: 2943, line num: 3065
key: LOOP_math.sqrt, value: 8082, line num: 8437
key: RET_ADDRESS_CALL176, value: 13222, line num: 13674
key: screen.drawline$if_true1, value: 21604, line num: 22254
key: ball.bounce$if_end0, value: 2086, line num: 2172
key: RET_ADDRESS_CALL38, value: 3033, line num: 3157
key: RET_ADDRESS_CALL177, value: 13307, line num: 13760
key: screen.drawline$if_true2, value: 21714, line num: 22366
key: ball.bounce$if_end1, value: 2086, line num: 2171
key: RET_ADDRESS_CALL39, value: 3163, line num: 3292
key: RET_ADDRESS_CALL178, value: 13392, line num: 13846
key: screen.drawline$if_true3, value: 22154, line num: 22818
key: ball.bounce$if_end2, value: 2616, line num: 2726
key: RET_ADDRESS_CALL179, value: 13477, line num: 13932
key: screen.drawline$if_true4, value: 22238, line num: 22904
key: ball.bounce$if_end3, value: 2616, line num: 2725
key: ball.bounce$if_end4, value: 2616, line num: 2724
key: string.eraselastchar$if_true0, value: 25836, line num: 26636
key: keyboard.readint, value: 6415, line num: 6708
key: output.println, value: 20040, line num: 20627
key: sys.wait$while_end0, value: 27347, line num: 28221
key: sys.wait$while_end1, value: 27323, line num: 28196
key: bat.hide, value: 2892, line num: 3012
key: math.sqrt$if_true0, value: 8111, line num: 8468
key: math.sqrt$if_true1, value: 8309, line num: 8674
key: ponggame.newinstance, value: 4508, line num: 4685
key: math.init$while_end0, value: 6768, line num: 7070
key: RET_ADDRESS_CALL40, value: 3200, line num: 3330
key: RET_ADDRESS_CALL41, value: 3319, line num: 3456
key: keyboard.readchar$while_end0, value: 6070, line num: 6341
key: RET_ADDRESS_CALL180, value: 13562, line num: 14018
key: output.backspace$if_true0, value: 20147, line num: 20739
key: RET_ADDRESS_CALL42, value: 3424, line num: 3562
key: RET_ADDRESS_CALL181, value: 13647, line num: 14104
key: output.backspace$if_true1, value: 20168, line num: 20762
key: bat.setdirection, value: 3044, line num: 3169
key: RET_ADDRESS_CALL43, value: 3448, line num: 3587
key: keyboard.readline$while_end0, value: 6404, line num: 6696
key: RET_ADDRESS_CALL182, value: 13732, line num: 14190
key: output.backspace$if_true2, value: 20244, line num: 20841
key: RET_ADDRESS_CALL44, value: 3518, line num: 3658
key: RET_ADDRESS_CALL183, value: 13817, line num: 14276
key: RET_ADDRESS_CALL45, value: 3627, line num: 3772
key: RET_ADDRESS_CALL184, value: 13902, line num: 14362
key: RET_ADDRESS_CALL46, value: 3706, line num: 3852
key: RET_ADDRESS_CALL185, value: 13987, line num: 14448
key: RET_ADDRESS_CALL47, value: 3730, line num: 3877
key: RET_ADDRESS_CALL186, value: 14072, line num: 14534
key: RET_ADDRESS_CALL48, value: 3826, line num: 3974
key: RET_ADDRESS_CALL187, value: 14159, line num: 14622
key: RET_ADDRESS_CALL49, value: 3853, line num: 4004
key: RET_ADDRESS_CALL188, value: 14244, line num: 14708
key: RET_ADDRESS_CALL189, value: 14329, line num: 14794
key: LOOP_math.multiply, value: 6824, line num: 7132
key: memory.dealloc$if_true0, value: 9465, line num: 9865
key: memory.dealloc$if_true1, value: 9724, line num: 10127
key: math.sqrt, value: 8080, line num: 8434
key: math.max$if_true0, value: 8384, line num: 8754
key: string.setcharat, value: 25499, line num: 26285
key: ball.dispose, value: 346, line num: 354
key: ponggame.run$while_exp0, value: 4555, line num: 4736
key: output.movecursor$if_true0, value: 19436, line num: 19984
key: ponggame.run$while_exp1, value: 4575, line num: 4757
key: output.printstring, value: 19850, line num: 20427
key: RET_ADDRESS_CALL50, value: 3870, line num: 4022
key: ponggame.run$while_exp2, value: 4831, line num: 5032
key: ball.hide, value: 452, line num: 465
key: RET_ADDRESS_CALL51, value: 3895, line num: 4048
key: RET_ADDRESS_CALL190, value: 14414, line num: 14880
key: RET_ADDRESS_CALL52, value: 3919, line num: 4073
key: RET_ADDRESS_CALL191, value: 14499, line num: 14966
key: RET_ADDRESS_CALL53, value: 3948, line num: 4104
key: RET_ADDRESS_CALL192, value: 14584, line num: 15052
key: output.getmap, value: 18865, line num: 19391
key: RET_ADDRESS_CALL54, value: 3965, line num: 4122
key: RET_ADDRESS_CALL193, value: 14669, line num: 15138
key: sys.wait, value: 27194, line num: 28058
key: RET_ADDRESS_CALL55, value: 4026, line num: 4184
key: RET_ADDRESS_CALL194, value: 14754, line num: 15224
******************************************************************
RAM:
******************************************************************
key: ponggame.0, value: 16, line num: 4702
key: output.0, value: 23, line num: 10303
key: output.1, value: 22, line num: 10294
key: output.2, value: 21, line num: 10283
key: output.3, value: 24, line num: 10327
key: output.4, value: 20, line num: 10271
key: output.5, value: 25, line num: 10394
key: output.6, value: 26, line num: 19000
key: math.0, value: 18, line num: 6853
key: math.1, value: 17, line num: 6829
key: screen.0, value: 29, line num: 20982
key: screen.1, value: 27, line num: 20946
key: screen.2, value: 28, line num: 20958
key: memory.0, value: 19, line num: 8837
